,Title,Genre,Favorite count,Maximum Visits,Total Visitors,likes count,dislikes count,Description,Date Created,Date Updated,GC - Most Engaging,GC - Up-and-Coming,GC - Popular,GC - People Love,Current Date,Age of Game,Visitors Per Day,Likes Per Day,Dislikes Per Day,Ratings Per Day,Favorites Per Day,Title length,Desc length
367,driving simulator,Adventure,952393,100,160482056,276914,31999,"🔥 The PASSENGERS UPDATE is here! 🔥
💺 Passenger seats!
🗺 Improved Minimap!
📋 NEW Daily Tasks!
🎯 Easier Daily Tasks!
🚗 NEW car: Stallion Primo!
🚗 NEW car: Tomahawk Retro Super!
🔧 Bug fixes!

Welcome to Driving Simulator! Drive, race, and customize your own cars with a catalog of the world's most iconic supercars! Explore and jump around an open-world city with 100 players! Upgrade & power your way to the top of the super car world! 🔥

🛠 Programmed by Fractality.
🎨 Art and design by StuntDesigner and DieSoft.",11/18/2019,5/5/2021,0,0,0,0,2021-05-27,556,288636.7913669065,498.04676258992805,57.552158273381295,555.5989208633093,1712.9370503597122,17,511
368,ultimate tower defense simulator,Adventure,281155,35,312996798,181680,15308,"Thank you for 300,000,000 visits! Enter code 300mVisits for 10,000 Gold!

Use code ""100Gems"" for 100 gems!
Use code '170KLikes' for 2,500 gold!
📢New Code at 180k Likes

⭐ Premium members get x1.5 more gold in the time machine!

⚔️ Assemble a squad of heroes and fight villains while slowly beating waves of enemies making it to the top!

💸 Buy powerful heroes!
💥 Merge heroes together!
⭐ Team up with your friends!
🏆 Try and get the highest wave possible!
👑 Become the most powerful player!

📝 New updates every two weeks!
❤️ Like the game for more codes and rewards! 
🔔 Follow for game updates! 
😊 Free emotes!

All gamepasses stack.",11/1/2020,5/21/2021,0,0,0,1,2021-05-27,207,1512061.8260869565,877.6811594202899,73.95169082125604,951.632850241546,1358.2367149758454,32,634
369,  weight lifting simulator,Fighting,20136,25,8178733,18783,1257,"🔥 Use the code 'freecode' and LIKE the game for a free boost!
👍 NEW CODE releases once the game gets 20,000 LIKES!

💪 Unleash your strength and become the strongest lifter of all time! Train your body, lift weights, unlock new Worlds, fight other players, collect epic pets and brawl every few minutes to become the champion!

🎁 Join our group to unlock exclusive rewards in-game!
https://www.roblox.com/groups/10692800/Group-Items

👊⚡LATEST UPDATE:
- NEW Aura System! Power up as you're lifting weights!
- Pet XP and leveling up now available in the game!
- NEW Rebirth system and Rewards
- STOMP IS BACK!
- DESERT GYM: 75 REBIRTHS & 100 STRENGTH!
- NEW SPEED CITY with HUGE SPEED GAIN! (X2)

💖 Support the game by giving us a LIKE and a FAVORITE! 
📶 Make sure to hit the FOLLOW button to get notified about new updates!",5/9/2021,5/25/2021,0,0,0,0,2021-05-27,18,454374.05555555556,1043.5,69.83333333333333,1113.3333333333333,1118.6666666666667,26,821
370, update 4  super saiyan simulator 2,Fighting,302088,15,70718109,59635,9006,"🔥 Welcome to Super Saiyan Simulator 2! Enjoy the world of Saiyan's and Become strongest of them all! 🔥 

👊👍 Leave a Like/Favorite to show you enjoyed. ❤ 👊

📌HOW TO PLAY:📌
- Click the ""HELP"" on your Left Screen, To know the basics controls and skill info.

📝 Note 📝
💪 Maximum Power: 110,000,000
🌀 Maximum Rebirth: 40

🔥Join this group for free +2X POWER BOOST!🔥
Group Link: https://www.roblox.com/groups/3481335",5/14/2019,5/25/2021,0,0,0,0,2021-05-27,744,95051.22177419355,80.15456989247312,12.10483870967742,92.25940860215054,406.03225806451616,35,410
371,[draco's tower] pet swarm simulator,Adventure,205516,10,30773280,74593,10701,"Travel the worlds to find the Evil Dark Wizard who has cursed the innocent pets of Pet Swarmia! Defeat enemies, feed and hatch their eggs into awesome new rare pets, and become POWERFUL!

🥚 FIGHT ENEMIES to unlock eggs! 
🌳 PLANT EGGS in your nest!  
🍎 COLLECT FOOD to feed your eggs! 
🐣 HATCH EGGS to get awesome and stronger pets! 
💎 EXPLORE THE MAP for stronger enemies and better eggs! 
🔃 TRADE with other players!

🔥 NEW ZONE, SECRETS AND MORE!
[🧙MEGA BOSS FIGHTS COMING SOON [Including Draco himself...]

📌 Follow the developers + social links below for codes & updates!
@7illuzive     @ManPiddy     @YactiDesign",2/1/2021,5/22/2021,0,0,0,0,2021-05-27,115,267593.73913043475,648.6347826086957,93.05217391304348,741.6869565217391,1787.095652173913,35,617
372,mining simulator,All Genres,3913581,10,726413743,1147184,84764,"Welcome to Mining Simulator. Team up with your friends, or go on a solo mining expedition to discover rare gems and become rich! Strike diamonds, become rich, travel to different worlds, collect pets, hats, and so much more!

🏆 Winner of 2018 Builderman's Award of Excellence
🏆 Winner of 2018 Best Render/Thumbnail
🏆 Winner of 2018 Best Trailer
🏆 Winner of 2018 Studio of the Year

A game by Rumble Studios",2/10/2018,2/26/2021,0,0,0,0,2021-05-27,1202,604337.5565723793,954.3960066555741,70.51913477537438,1024.9151414309486,3255.891014975042,16,406
373,build to survive simulator,Fighting,98237,6,27296127,39185,9361,"35K LIKE REWARD WILL DROP THIS WEEKEND!

👍 PLEASE LIKE OUR GAME 👍 Community Reward - RARE UNICORN PET @ 50K LIKES! 👍

⭐FAVORITE⭐ OUR GAME AND JOIN OUR GROUP https://www.roblox.com/groups/9273402/Fun FOR A FREE EXCLUSIVE PET!

Build to survive the killers and disasters! Could you build a cool enough base that protects you from both the mobs and the disasters? 

",1/24/2021,5/25/2021,0,0,0,0,2021-05-27,123,221919.73170731709,318.5772357723577,76.10569105691057,394.6829268292683,798.6747967479674,26,363
374,food magnet simulator,Adventure,29176,12,5145136,12859,2139,"👍THUMBS UP OUR GAME👍and use code ""ULTIMATE"" for free coins! NEW EPIC CODE AT 20,000 LIKES 👍 (also use code FREEBOOST)

🧺 Welcome to Food Magnet Simulator! Collect Foods, buy upgrades, collect pets, discover new areas.🧺

💡EQUIP BASKET (TOOL) TO COLLECT FOODS!💡

x2 Super Rebirths!!

[🔥UPDATE LOG🔥]
+New OP Pets
+New Global Leaderboard (Token Level)
+More Upgrade Options
+Future Area with x5 Coins
+Upgrade Tokens Area
+Bugs Fixes
+12 New Pets
+3 New Codes

👍From the same creator of Crystal Magnet Simulator👍

🔨Programmer/Owner: AtanHero
🔥 Follow @AtanHeroX On Twitter For Codes!🔥
👍Thumbs Up For New Updates👍

🔨All Pet models by Interbyte Studios🔨
💥Created By AHZ STUDIOS!💥",3/20/2021,5/25/2021,0,1,0,0,2021-05-27,68,75663.76470588235,189.10294117647058,31.455882352941178,220.55882352941177,429.05882352941177,21,673
375,sky islands  speed run simulator ,Adventure,645025,10,200588692,220828,40649,"👍 PLEASE LIKE THE GAME 👍 Community Reward RARE PET @ 225K LIKES 👍 

WE HIT 615K FAVORITES! COMMUNITY REWARD UNLOCKED! FREE CRATE DROPPING SOON! ⭐ 

[UPDATE 14/05] 
☁️ REACH THE CLOUDS IN THE BRAND NEW SKY ISLANDS MAP! ☁️
- Check out the new Sky Islands map! Finally, it's no longer in the clouds of your dreams. 👀 
- Jump through the new Sky Islands obby!
- Get access to 4 new amazing pets; Ninja Mantis, Panda Monk, Genie & Air Jinn!
- Fly high with the new Super-Size Pet: the Gryphon! 

- Challenge yourself at the LEVEL 2 towers!
1: Flora Tower - Level 2 - 4 Floors
2: VIP Tower  - Level 2 - 6 Floors (VIP only!)

- MOBILE: Auto-jump is disabled from now on! Control your own jumps now with swag. 😎

HOW TO
⚡ Get faster by tapping your screen. 
⚡ Purchase pets and gain rebirths to increase the amount of speed per tap.
⚡ When you have enough speed & rebirths, unlock obbies that lead to new areas! 🏃‍♂️",7/5/2020,5/21/2021,0,0,0,0,2021-05-27,326,615302.736196319,677.3865030674847,124.69018404907976,802.0766871165645,1978.6042944785277,33,908
376,pet simulator!,All Genres,3055350,10,993616774,729251,86792,"Pickup coins to buy eggs, areas, and pets! Level up your pets and work together with other players! Collect rare pets and trade!

🏆 2-time 2018 Award Winner 🏆


🔔 Follow for game updates! 🔔",4/7/2018,6/6/2020,0,0,0,0,2021-05-27,1146,867030.3438045376,636.3446771378708,75.73472949389179,712.0794066317626,2666.0994764397906,14,189
377,tower defense simulator,All Genres,1529582,50,867854327,558128,43562,"In this world, no one can survive alone. Team up with friends to fend off countless waves of zombies, fight bosses, earn coins, level up, and buy new towers! If you're feeling up for a challenge, try taking on harder bosses on harder difficulties!

👥💵 Join the group for +$100 starting cash! https://www.roblox.com/groups/4914494
👍Thumbs up and favorite for more quality updates!🌟

🔨UPDATES🔨
+ 🥶 FROST INVASION EVENT
+ ❄️ FROST SEASON
+ 🔨 SLEDGER TOWER
+ 📦 FROST SKINS
+ 💀 TOXIC GUNNER
+ 💪 TOWER REWORKS
+ 🛠️ BUG FIXES + CHANGES

Read full update log: https://devforum.roblox.com/t/tower-defense-simulator-frost-invasion-update

✨Lead Dev/Design: BelowNatural
📜Scripter: Razuatix
🎹Music Composer: Phoqus
🔊SFX Designer: BiddinUp
🖼️GFX Designer: Jaaziar

🏆 8th Annual Bloxy Award Winner
Google ""TDS Wiki"" for in-depth game info!",6/5/2019,5/25/2021,1,0,1,1,2021-05-27,722,1202014.3033240996,773.0304709141275,60.335180055401665,833.3656509695292,2118.534626038781,23,826
378,3-2-1 blast off simulator,All Genres,385115,9,79110985,99264,10533,"An Adventure Simulator where you collect fuel to blast off on your rocket and do island challenges.  

TIP: To press buttons, make sure your FuelScoop isn't equipped!

The more fuel you add to the rocket, the higher you go and the more cash you earn.

Fly high and become a BLAST OFF LEGEND!

Latest Version 4.23",6/29/2020,5/10/2021,1,0,0,0,2021-05-27,332,238286.09939759035,298.9879518072289,31.72590361445783,330.71385542168673,1159.9849397590363,25,312
379,[2x luck] saber simulator,Fighting,1423543,20,487061274,451547,71798,"Welcome to Saber Simulator!

HOW TO PLAY:
⚡ Train your character by swinging your sword and gathering strength. 
💪🏻 Use strength to fight other players. 
💰 Sell your strength for coins and upgrade your character in the shop. 
📈 Try to get to the top of the leaderboards!

Latest Update: [Update 78]: v2.053
- New Sword (Fusionblade)
- 9 new pets and a new island
- Double Luck Event continues
- New Features Coming Soon!

Updates every Friday at 10 PM PST!

Join the group HD Games. for an in-game reward:
💰 20% Extra Coins
⚡ Chat Tag
👑 Name Tag 

Made by HD Games",9/7/2019,5/22/2021,1,0,0,0,2021-05-27,628,775575.2770700637,719.0238853503184,114.328025477707,833.3519108280254,2266.7882165605097,25,564
380,laundry simulator (beta),All Genres,586496,8,104246624,167460,20443,"Own your very own laundromat in Laundry Simulator! Compete with fellow employees of the laundromat to get the biggest washing machine in the plot. Yes, your washing machine will eventually become big enough to throw your friends inside!

This game is in beta testing, some bugs may be expected. Please leave your suggestions and feedback on the group wall!

Be sure to like the game for more updates! ",1/27/2021,5/25/2021,0,0,0,0,2021-05-27,120,868721.8666666667,1395.5,170.35833333333332,1565.8583333333333,4887.466666666666,24,401
381,[golden items!]  mega noob simulator ,Comedy,627041,10,187430864,156660,24015,"Become the biggest noob! Smash bacon hairs to gain strength to grow in size! Buy upgrades to deal more damage to defeat Boss Bacon and his minions! Fight other noobs in the PVP arena to see who's the strongest noob!

- Update -

- 7 New Golden Skins!
- 2 Can be purchased in the blackmarket, the other 5 in the Rebirth Store!
- New Hat, Headphones!
- 2 New Emotes!
- New Powerup!
- New pet!
- Revamped Rebirth System! 
- You no longer lose pets and powerups!
- Rebirth UI Revamped
- Bug Fixes (Random walking, spawning in small, and more!)

Developed by: thunder1222
Scripted by: Uncle_Davey
Building Contractor: Jaudr3y",12/25/2019,5/11/2021,0,0,0,0,2021-05-27,519,361138.4662813102,301.84971098265896,46.27167630057804,348.121387283237,1208.1714836223507,37,620
382,treasure hunt simulator,Adventure,2772351,14,436079812,724677,72639,"Update 2.75 
- Christmas Event removed
- More updates coming soon!

Welcome to Treasure Hunt Simulator (THS)! Dig your way through the dig site looking for buried treasure! Once you find some use your coins to upgrade your shovel, backpack, pets and more! 

Join ""Treasure Hunt Simulator Fans"" group for ""Fan"" tag and +10% extra money when you sell sand! 

Building by: Mirrorrs
Renders by: @RBLXcrackop @ShxkeGraphics @GobiPlayz 

Check out the social media links below!",1/19/2018,4/2/2021,0,0,0,0,2021-05-27,1224,356274.35620915034,592.0563725490196,59.345588235294116,651.4019607843137,2264.9926470588234,23,471
383,public bathroom simulator,Comedy,186041,10,21513796,30048,8555,"Welcome to Public Bathroom Simulator,
use the toilet, wash your hands, and strike up some conversation!


Fan Group: www.roblox.com/groups/5744610/Public-Bathroom-Simulator

Credits: www.roblox.com/library/5499440588


Featured in Flamingo's video titled ""ROBLOX L E G S""",5/12/2018,5/25/2021,0,1,0,0,2021-05-27,1111,19364.352835283527,27.045904590459045,7.7002700270027,34.74617461746175,167.45364536453644,25,271
384,season 4  anime fighting simulator,Fighting,2288946,20,980829466,1045145,52838,"Anime Fighting Simulator is a training game inspired by multiple popular Anime shows.

Player Multiplier Limit: 2.25q

👊Latest Update [UPDATE 18]:
- 💸SALE!
- 🌟SEASON 4!
- ⚔️NEW TOURNAMENT MODE!
- 💥3 NEW QUIRKS!
- 🔴1 NEW BLOODLINE!
- 🍋1 NEW FRUIT!
- 👿NEW BOSS!
- 🐰EASTER EVENT!
- 🌌NEW AURA CHEST!
- 🥚EASTER DECORATION!
- 🔥2 NEW POWERS!
- 🛡️5 NEW CHAMPIONS!
- 💪3 NEW TRAINING AREAS!
- ⚔️8 NEW SWORD SKINS!
- 🗡️1 NEW SWORD!
- ⚖️POWER BALANCING!

⭐Join BlockZone for a 5% increased training boost:
https://www.roblox.com/groups/5202664/BlockZone#!/about

🎁Follow us on Twitter for codes and updates on the game:
Director: @NyxunRBX
Head Developers: @RobxSoft, @_Chichine
Scripters: @_DevCrow, @eXo0ne_, @lyzrinn, @Dact_ylioglyph
Builder: @BIack_Smith
Modeler: @Mirror_RBX",10/4/2019,5/22/2021,0,0,0,0,2021-05-27,601,1631995.7836938435,1739.009983361065,87.91680532445923,1826.9267886855241,3808.5623960066555,34,767
385,[ super luck ] bubble gum simulator,All Genres,3173194,10,1122493829,919361,119677,"Super Luck Event!
- 🍀 2x Luck
- 💪 2x Mythic
- ⚡ 2x Hatch Speed

🚨 UPDATE 75 🚨
🏆 New Bubble Pass for season 20!
💪 Competitive leaderboards are back!
🥚 New egg in the Shadow Realm (Corrupted Egg)
🐶 16 new pets!
🔥 ??
💰 60% off sale on all gamepasses!
💸 50% off sale on all boosts!
🐰 Easter event has ended! We hope you enjoyed our biggest egg hunt yet
🎮 Bug fixes for gamepad auto-hatch.

Subscribe to the Rumble Studios YouTube channel to redeem exclusive rewards, including a special pet, more inventory space, and free boosts! 👍 Tutorial: https://youtu.be/NweUYpsrS3c

Welcome to Bubble Gum Simulator! Blow bubbles to reach new heights in the clouds. Sell your bubbles or collect coins to buy upgrades! Hatch pets as companions to help you on your adventure.

A game by Rumble Studios.",10/23/2018,5/8/2021,1,0,1,1,2021-05-27,947,1185315.5533262936,970.8141499472017,126.37486800422387,1097.1890179514255,3350.7856388595565,35,785
386,sled simulator [update 2!],All Genres,54881,10,5769579,16751,3304,"📣 Latest code: ""MollysBowl"" - NEW BASE!
🚨 NEW CODE AT 20K LIKES 🚨

Welcome to Sled Simulator! Go zooming down the mountain at intense speed and see how far you can go for money! Then, upgrade your ride to go even further at even higher speeds! 🏔️

😍 UPDATE 2 CHANGELOG!

🛷 5 NEW BASES!
✨ 3 NEW Cosmetics
🛋️ NEW Lobby theme
🏁 REWARD added for Reach the Goal badge
🚀 FIXED Booster Scaling
🛠️ FIXED Respawning flinging

🎉 Follow us on Twitter @studio_sour for new codes and updates!
😄 Join our group and become part of the community!",1/21/2021,5/25/2021,0,1,0,0,2021-05-27,126,45790.30952380953,132.94444444444446,26.22222222222222,159.16666666666669,435.56349206349205,26,530
