,Title,Genre,Favorite count,Maximum Visits,Total Visitors,likes count,dislikes count,Description,Date Created,Date Updated,new_text
314,season 4  anime fighting simulator,Fighting,2293877,20,983026141,1047166,52971,"Anime Fighting Simulator is a training game inspired by multiple popular Anime shows.

Player Multiplier Limit: 2.25q

 Latest Update [UPDATE 18]:
-  SALE!
-  SEASON 4!
- ⚔️NEW TOURNAMENT MODE!
-  3 NEW QUIRKS!
-  1 NEW BLOODLINE!
-  1 NEW FRUIT!
-  NEW BOSS!
-  EASTER EVENT!
-  NEW AURA CHEST!
- 🥚EASTER DECORATION!
-  2 NEW POWERS!
-  ️5 NEW CHAMPIONS!
-  3 NEW TRAINING AREAS!
- ⚔️8 NEW SWORD SKINS!
-  ️1 NEW SWORD!
- ⚖️POWER BALANCING!

⭐Join BlockZone for a 5% increased training boost:
https://www.roblox.com/groups/5202664/BlockZone#!/about

 Follow us on Twitter for codes and updates on the game:
Director: @NyxunRBX
Head Developers: @RobxSoft, @_Chichine
Scripters: @_DevCrow, @eXo0ne_, @lyzrinn, @Dact_ylioglyph
Builder: @BIack_Smith
Modeler: @Mirror_RBX",10/4/2019,5/27/2021,"season 4  anime fighting simulatorAnime Fighting Simulator is a training game inspired by multiple popular Anime shows.

Player Multiplier Limit: 2.25q

 Latest Update [UPDATE 18]:
-  SALE!
-  SEASON 4!
- ⚔️NEW TOURNAMENT MODE!
-  3 NEW QUIRKS!
-  1 NEW BLOODLINE!
-  1 NEW FRUIT!
-  NEW BOSS!
-  EASTER EVENT!
-  NEW AURA CHEST!
- 🥚EASTER DECORATION!
-  2 NEW POWERS!
-  ️5 NEW CHAMPIONS!
-  3 NEW TRAINING AREAS!
- ⚔️8 NEW SWORD SKINS!
-  ️1 NEW SWORD!
- ⚖️POWER BALANCING!

⭐Join BlockZone for a 5% increased training boost:
https://www.roblox.com/groups/5202664/BlockZone#!/about

 Follow us on Twitter for codes and updates on the game:
Director: @NyxunRBX
Head Developers: @RobxSoft, @_Chichine
Scripters: @_DevCrow, @eXo0ne_, @lyzrinn, @Dact_ylioglyph
Builder: @BIack_Smith
Modeler: @Mirror_RBX"
315, void  lucky blocks battlegrounds,Fighting,2430674,8,888780330,477799,170445,"  NEW UPDATE!  
- ❔ Void Blocks Added! 
- ⚔️ New Gear! 
-   New Music! 
- ⚙️ Bug Fixes!

  Team up and battle your friends, collect gear from Lucky Blocks, storm the Battleground, and become victorious! 

  Follow for Codes, Updates, and More!   
Twitter @silkygames - twitter.com/silkygames",2/19/2017,5/21/2021," void  lucky blocks battlegrounds  NEW UPDATE!  
- ❔ Void Blocks Added! 
- ⚔️ New Gear! 
-   New Music! 
- ⚙️ Bug Fixes!

  Team up and battle your friends, collect gear from Lucky Blocks, storm the Battleground, and become victorious! 

  Follow for Codes, Updates, and More!   
Twitter @silkygames - twitter.com/silkygames"
316,[ bleach ] anime battle arena,Fighting,503152,12,219160754,201356,32767,"Check the second page of the roster to see JoJo characters.
 
Controls:
Shift: Sprint
Q: Dodge
F: Block
Basic Attack: Mouse1
Space+Mouse1: Aerial Attack
Combine Basic Attacks and Aerial Attacks to discover new combos.
Use 1,2,3,4 for your character special moves.
Transformation: G

Developers:  Melon_Sensei, Chicken_Man, Snakeworl
Contributors: BIGPAPAMAUI, Sprano, K1LLUA, Nilvaat, jjjakey, Kogrin, rikaid, Estheking",2/25/2018,5/21/2021,"[ bleach ] anime battle arenaCheck the second page of the roster to see JoJo characters.
 
Controls:
Shift: Sprint
Q: Dodge
F: Block
Basic Attack: Mouse1
Space+Mouse1: Aerial Attack
Combine Basic Attacks and Aerial Attacks to discover new combos.
Use 1,2,3,4 for your character special moves.
Transformation: G

Developers:  Melon_Sensei, Chicken_Man, Snakeworl
Contributors: BIGPAPAMAUI, Sprano, K1LLUA, Nilvaat, jjjakey, Kogrin, rikaid, Estheking"
317,build to survive simulator,Fighting,100831,6,28222031,40117,9541,"35K LIKE REWARD WILL DROP THIS WEEKEND!

  PLEASE LIKE OUR GAME   Community Reward - RARE UNICORN PET @ 50K LIKES!  

⭐FAVORITE⭐ OUR GAME AND JOIN OUR GROUP https://www.roblox.com/groups/9273402/Fun FOR A FREE EXCLUSIVE PET!

Build to survive the killers and disasters! Could you build a cool enough base that protects you from both the mobs and the disasters? 

",1/24/2021,5/27/2021,"build to survive simulator35K LIKE REWARD WILL DROP THIS WEEKEND!

  PLEASE LIKE OUR GAME   Community Reward - RARE UNICORN PET @ 50K LIKES!  

⭐FAVORITE⭐ OUR GAME AND JOIN OUR GROUP https://www.roblox.com/groups/9273402/Fun FOR A FREE EXCLUSIVE PET!

Build to survive the killers and disasters! Could you build a cool enough base that protects you from both the mobs and the disasters? 

"
318,project lazarus:   zombies   [crossbow!],Fighting,1078267,6,86458352,354175,15390,"Note: Project Lazarus is still in ALPHA.

Survive the endless waves of zombie hordes in this cooperative shooter. In Project Lazarus: Zombies, you earn points by killing zombies and repairing barricades. Get better weapons and open up new areas before the deadly zombies overrun you.

Project Lazarus: Zombies is a spiritual successor to my old zombies game. Inspired by Call of Duty Zombies.

Controls:
Interact - [F]
Aim Down Sights - [Q] / [Right Mouse Button]
Reload - [R]
Knife - [V]
Change Weapons - [1] , [2] , [3], [Scroll Wheel]
Sprint (Hold) - [Left Shift]

I'm still working on it, so expect bugs and more bugs to come. 
Remember to smash that like button!  
Favorite and Follow the game to receive notifications when I update the game!  

Recent Updates:
- New Crossbow, new launcher, new map!
- For the full update list, check out the Social Links below!",6/28/2016,4/28/2021,"project lazarus:   zombies   [crossbow!]Note: Project Lazarus is still in ALPHA.

Survive the endless waves of zombie hordes in this cooperative shooter. In Project Lazarus: Zombies, you earn points by killing zombies and repairing barricades. Get better weapons and open up new areas before the deadly zombies overrun you.

Project Lazarus: Zombies is a spiritual successor to my old zombies game. Inspired by Call of Duty Zombies.

Controls:
Interact - [F]
Aim Down Sights - [Q] / [Right Mouse Button]
Reload - [R]
Knife - [V]
Change Weapons - [1] , [2] , [3], [Scroll Wheel]
Sprint (Hold) - [Left Shift]

I'm still working on it, so expect bugs and more bugs to come. 
Remember to smash that like button!  
Favorite and Follow the game to receive notifications when I update the game!  

Recent Updates:
- New Crossbow, new launcher, new map!
- For the full update list, check out the Social Links below!"
319,polybattle,Fighting,473765,28,67443343,167210,24823,"DOUBLE CASH  ALL DAY LONG!   

 PLEASE LIKE US   NEW CRATE @ 175K LIKES!  
⭐PLEASE FAVORITE ⭐ NEW CRATE @ 500K FAVORITES! ⭐

POLYBATTLE is a First-Person Shooter made with low-poly style. 
  2 TEAMS compete to control checkpoints (team with most tickets wins)
  18 VEHICLES
  7 CLASSES (Sniper, Special Forces, Assault and more) 
  Battle ready MAPS 

UPDATE - MAY 7TH 2021
  Mobile autoshoot now available!
  April Community Skin Crate now available - weapon skins from players like you!
  A HUGE set of bug fixes and security improvements, including fixes for silent aim hacks! 
  NEW STARTER PACK BUNDLE available in shop. Includes VIP, Custom Crosshair, and 3 crates all for 999 R$! DO NOT PURCHASE IF YOU ALREADY OWN A GAME PASS!",2/22/2020,5/27/2021,"polybattleDOUBLE CASH  ALL DAY LONG!   

 PLEASE LIKE US   NEW CRATE @ 175K LIKES!  
⭐PLEASE FAVORITE ⭐ NEW CRATE @ 500K FAVORITES! ⭐

POLYBATTLE is a First-Person Shooter made with low-poly style. 
  2 TEAMS compete to control checkpoints (team with most tickets wins)
  18 VEHICLES
  7 CLASSES (Sniper, Special Forces, Assault and more) 
  Battle ready MAPS 

UPDATE - MAY 7TH 2021
  Mobile autoshoot now available!
  April Community Skin Crate now available - weapon skins from players like you!
  A HUGE set of bug fixes and security improvements, including fixes for silent aim hacks! 
  NEW STARTER PACK BUNDLE available in shop. Includes VIP, Custom Crosshair, and 3 crates all for 999 R$! DO NOT PURCHASE IF YOU ALREADY OWN A GAME PASS!"
320,marvel and dc experiences,Fighting,107549,60,55349712,19879,11038,"Slowly double jump to fly

Group: https://www.roblox.com/groups/8898465/5t435f",12/25/2020,5/25/2021,"marvel and dc experiencesSlowly double jump to fly

Group: https://www.roblox.com/groups/8898465/5t435f"
321,master's difficulty chart obby,All Genres,87190,30,21918761,29766,25819,"  Have you got what it takes to master Master's Difficulty Chart Obby?  

  Once you've got as far as you can, you can optionally rebirth to collect points to spend in the shop... and then do it all over again!  

⚪ Currently featuring 220 stages of a variety of obstacles and difficulties from Effortless to Extreme!

  Your progress saves so you can always return to the last stage you completed!

  Press R to reset!

  Created & Scripted by MasterDaniel.
Additional stages built by bluirre, milanomaster, obama_ismymum68 and POTato12623

[We didn't think we needed tags, but turns out you do:]
difficulty chart obby parkour effortless very easy medium hard difficult challenging intense insane extreme wraparound wallhop DCO TOH stages rage obby obstacles difficult remorseless parkour obby Difficulty Chart Obby ",2/22/2021,5/24/2021,"master's difficulty chart obby  Have you got what it takes to master Master's Difficulty Chart Obby?  

  Once you've got as far as you can, you can optionally rebirth to collect points to spend in the shop... and then do it all over again!  

⚪ Currently featuring 220 stages of a variety of obstacles and difficulties from Effortless to Extreme!

  Your progress saves so you can always return to the last stage you completed!

  Press R to reset!

  Created & Scripted by MasterDaniel.
Additional stages built by bluirre, milanomaster, obama_ismymum68 and POTato12623

[We didn't think we needed tags, but turns out you do:]
difficulty chart obby parkour effortless very easy medium hard difficult challenging intense insane extreme wraparound wallhop DCO TOH stages rage obby obstacles difficult remorseless parkour obby Difficulty Chart Obby "
322,[sound tracks] obby,Adventure,44617,100,10267607,2745,7350,"The Obby has had a minor update.
Update Log:
- Added back Sound Tracks!

Please Stay Tuned for the Next Update which is coming soon!  

Our Group --
https://web.roblox.com/groups/7496852/Crimson-Squads#!/about
",5/10/2020,5/27/2021,"[sound tracks] obbyThe Obby has had a minor update.
Update Log:
- Added back Sound Tracks!

Please Stay Tuned for the Next Update which is coming soon!  

Our Group --
https://web.roblox.com/groups/7496852/Crimson-Squads#!/about
"
323,(update) escape prison obby! (read desc),Adventure,260205,12,182556364,50066,43014,"Welcome to the brand new Escape Prison Obby. We were just caught and sentenced to 100 years in Robloxia's worst prison EVER for trying to rob the bank. That's not fair, we need to escape. Our friend Max will help us along the way. But keep in mind, This prison escape will be like no other. Can you escape Prison?

Please leave a like and favorite if you enjoyed the game, and join the group Mega Obbies if you want to see more games like this. Thanks! :D

Tags: (Ignore) Obby Cartoony Fun Adventure Escape Motel Manager Sewer Get Eaten Evil Obby
",4/14/2019,5/27/2021,"(update) escape prison obby! (read desc)Welcome to the brand new Escape Prison Obby. We were just caught and sentenced to 100 years in Robloxia's worst prison EVER for trying to rob the bank. That's not fair, we need to escape. Our friend Max will help us along the way. But keep in mind, This prison escape will be like no other. Can you escape Prison?

Please leave a like and favorite if you enjoyed the game, and join the group Mega Obbies if you want to see more games like this. Thanks! :D

Tags: (Ignore) Obby Cartoony Fun Adventure Escape Motel Manager Sewer Get Eaten Evil Obby
"
324,easy obby!,Adventure,116384,15,97553744,15135,5055,"Welcome to the Easy Obby! Run, jump, slide, and teleport through this awesome obby! Be sure to like   and favorite ⭐ if you enjoyed the game!

*NOTE* It may take multiple resets for gamepasses to show up in your inventory.

BE SURE TO JOIN THIS GROUP: https://www.roblox.com/groups/8516430/zknx#!/about

Stage Count: 50

Please message me any feedback you have so I can work on improving the game!

Tags: Parkour, Obby, Fun, Easy, Parkour Obby, Obstacle Course, Rainbow, Colorful",11/18/2020,4/14/2021,"easy obby!Welcome to the Easy Obby! Run, jump, slide, and teleport through this awesome obby! Be sure to like   and favorite ⭐ if you enjoyed the game!

*NOTE* It may take multiple resets for gamepasses to show up in your inventory.

BE SURE TO JOIN THIS GROUP: https://www.roblox.com/groups/8516430/zknx#!/about

Stage Count: 50

Please message me any feedback you have so I can work on improving the game!

Tags: Parkour, Obby, Fun, Easy, Parkour Obby, Obstacle Course, Rainbow, Colorful"
325,rainbow fun obby!,Adventure,4641,37,5223471,3168,711,"Hello and welcome to Rainbow Fun Obby! You must find a way to escape Rainbow Fun Obby! You find a obstacle course that can help you escape! You must CLIMB to the top of Rainbow Fun Obby, Parkour!

Rainbow Fun Obby!
--
Don't forget to Like and Favorite",4/14/2021,5/27/2021,"rainbow fun obby!Hello and welcome to Rainbow Fun Obby! You must find a way to escape Rainbow Fun Obby! You find a obstacle course that can help you escape! You must CLIMB to the top of Rainbow Fun Obby, Parkour!

Rainbow Fun Obby!
--
Don't forget to Like and Favorite"
326,two player obby 2,Adventure,115164,12,26120786,12134,7455,"Welcome to Two Player Obby 2!

.If you liked the game, would you help me by giving it like and favorites!  

25/5/21
.Checkpoints Fixed!

17/04/21
New update!!!  
  New map!  
🥇 New badge!  

28/03/21
New update!!!  
- New 7 funny new levels!",3/8/2021,5/25/2021,"two player obby 2Welcome to Two Player Obby 2!

.If you liked the game, would you help me by giving it like and favorites!  

25/5/21
.Checkpoints Fixed!

17/04/21
New update!!!  
  New map!  
🥇 New badge!  

28/03/21
New update!!!  
- New 7 funny new levels!"
327,super cool parkour obby!,All Genres,8847,10,7927373,8005,1733,"Welcome to Super Cool Parkour Obby!

Escape Super Cool Parkour to the winners area!

Leave a like if you enjoyed!",2/11/2021,5/27/2021,"super cool parkour obby!Welcome to Super Cool Parkour Obby!

Escape Super Cool Parkour to the winners area!

Leave a like if you enjoyed!"
328,baldi basics parkour obby,Adventure,69807,20,63245374,28864,7749,"Hello and welcome to Baldis Basics Parkour Obby! You must find a way to escape Baldi! You find a obstacle course that can help you escape! You must CLIMB to the top of Baldi, Parkour!

Baldis Basics Parkour!
--
Don't forget to Like and Favorite",11/7/2020,5/27/2021,"baldi basics parkour obbyHello and welcome to Baldis Basics Parkour Obby! You must find a way to escape Baldi! You find a obstacle course that can help you escape! You must CLIMB to the top of Baldi, Parkour!

Baldis Basics Parkour!
--
Don't forget to Like and Favorite"
