,Title,Genre,Favorite count,Maximum Visits,Total Visitors,likes count,dislikes count,Description,Date Created,Date Updated
353,mall tycoon,All Genres,562763,6,117211887,179160,13125,"Lagging? Make a FREE VIP server

Create your own personalized Mall, with over 35 stores to choose from. Hey, look at that… some people are starting to visit your mall!

🏨🚶‍♂‍🚶‍♀‍ 

Build the correct types of stores to keep your customers happy. These customers are not easy to please but if you manage to do so you will be rewarded with large TIPS! Wow, more customers are coming to your mall…

🏨🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 

Paint your walls and decorate your mall so it is unique. Unlock a variety of awesome set pieces at the end of every floor. Now your mall is getting really busy…

🏨🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍

Create all 12 floors then stand on the roof and look out into the distance. You are a champion; you have conquered the Roblox Mall. Everything the light touches is your kingdom (except all the other malls, the road, and generally anything not within the area of your Mall). ",9/25/2020,5/14/2021
354,ninja tycoon (v3.7),All Genres,501086,8,129603045,123734,15990,"Like Demon Slayer? try my tycoon: https://www.roblox.com/games/6490016198/GRAND-OPENING-Slayer-Tycoon
Like One Piece? Try my tycoon: https://www.roblox.com/games/1501125290/One-Piece-Tycoon
------------------------------
E - Dash (Button on mobile) (Y button on console)
Double Space - Double Jump
Jump on Wall - Wall Climbing
*Activate Gamepass Modes in the Robux GUI, click the one you own
------------------------------
Join the discoard to read the update log.
------------------------------
Be aware that this game doesn't save tycoons and weapons. It was not designed to be that way.
------------------------------
This is a combat-based tycoon game inspired by the Naruto, Naruto Shippuden, and Boruto anime / manga.
-----------------------------------
DEVS:
Coldjason (Me) - Creator
AzuriteStorm - Map Builder
",2/28/2015,5/8/2021
355,[grand opening] slayer tycoon,All Genres,71062,12,7554032,19367,5004,"Watch out for bugs, this game is still new so there is plenty of them
--------
[ ! ] This game only contains content from the anime, movie, and my own original creations. I haven't read the manga yet. [ ! ]
---------
Q - Roll (Button Y on Xbox)
E, R, T, Y, etc. - Katana/Art abilities (DPad on Xbox)
---------
Update logs are posted in the CJS discoard
---------
This game is not designed to save. Do not expect saving.
---------
Slayer Tycoon is a 2 player combat-based game inspired by the anime series Demon Slayer : Kimetsu no Yaiba
---------
DEVS:
Coldjason (Me) - Creator
AzuriteStorm - Map builder",3/8/2021,5/25/2021
356,princess tycoon,Adventure,235335,10,194851853,23490,11598,"Welcome to Princess Tycoon, choose your favourite character and build your tycoon. 

Have fun with special outfits and gear!

Join The Tycoon Squad for 2,500 starting cash:
https://www.roblox.com/groups/group.aspx?gid=4965451

Follow the game for updates :)",9/4/2019,1/6/2021
357,horror factory tycoon,Adventure,5832,8,3676558,6037,1188,"Welcome to Horror Factory Tycoon! Choose your favourite horror character and build you mega base!

Join my group Alphablox Studios:
https://www.roblox.com/groups/8885113/Alphablox-Studios

If you enjoy the game leave a positive rating!",2/24/2021,5/25/2021
358,theme park tycoon 2,Building,4209439,6,622428963,1141316,125806,"In Theme Park Tycoon 2 you get your own plot of land to build your own theme park on, together with your friends! Construct a range of rides the way you want and design your own roller coasters to truly make your park your own! Select from hundreds of scenery pieces to decorate your park further!",1/2/2012,5/4/2021
359,[big sale] city life tycoon,Town and City,155199,6,23834217,51250,6983,"THANK YOU FOR 50K LIKES UPDATE COMING AS SOON AS POSSIBLE BUT HELP US REACH 55K LIKES FOR EVEN MORE CONTENT! 

BIG UPDATE COMING SOON

[Update 8(NPCS)]
. Added NPCs across the map, make sure to go to every building to buy them :)

Build and explore your very own city! Fly amazing planes and helicopters✈️, drive cool cars 🏎️ and best of all have fun with your friends😊

Roleplay with your friends and take them for a ride through your city ✨

Tycoons autosave💾, so do not worry feel free to re-join anytime!

Make sure to LIKE the game👍and FOLLOW us to get notified when we update our game!

We understand there are bugs relating to cars we will get those addressed as soon as possible!
",2/19/2021,5/24/2021
360,super hero tycoon,Fighting,3445678,10,1554636767,521883,126324,"Welcome to the Super Hero Tycoon! Where you can become one of the superheroes and build up your base to unspeakable size!

Ever wanted to support the developer and keep up with the new updates and codes? Now you can! Follow me on twitter:
https://twitter.com/HiddoDev

Join the group Super Heroes™ for 2,500 starting cash:
https://www.roblox.com/groups/3020631/Super-Heroes#!/about

Don't forget to favorite and follow the game, it helps a lot!",12/11/2016,5/25/2021
361,tank simulator,Military,90438,20,6205617,28717,2295,"Welcome to Tank Simulator! Fight in many different historical tanks throughout time, and become the mightiest tank of all time!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
At least 10% of all the games revenue goes towards charity!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Support development and give us suggestions for updates by joining Simple Games!
https://www.roblox.com/groups/7312028/Simple-Games-Incorporated#!/about
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Please leave a 👍 Thumbs Up & ⭐️ Favorite if you enjoyed the game! And follow the devs at
https://twitter.com/UndoneBuilder
https://twitter.com/NPh_rd
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙",10/4/2019,5/24/2021
362,[ gold boost!] giant simulator,All Genres,439611,15,107907359,106810,19605,"🧬 Pet evolutions are now available! Merge 5 pets into a new Evolved pet that is 2x stronger!

[XBOX]
🎮 Giant Simulator is now on Xbox!

👍Like ⭐Favorite and 🔊Follow the game for more updates!

[Group - Join for in game bonus!]
https://www.roblox.com/groups/3497226/Mithril-Games

Welcome to Giant Simulator! The most competitive simulator on Roblox! Train to become the strongest, fastest, richest player around! Find epic loot and legendary pets as you level up and dominate the server 😈. Can you become a Giant legend?",3/22/2019,5/25/2021
363,war simulator,Military,600807,22,80236160,185464,22402,"New Metaverse Event!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Welcome to War Simulator! Fight in many different historical wars throughout time, and become the mightiest soldier of all time!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
At least 10% of all the games revenue goes towards charity!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Support development and give us suggestions for updates by joining Simple Games!
https://www.roblox.com/groups/7312028/Simple-Games-Incorporated#!/about
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Please leave a 👍 Thumbs Up & ⭐️ Favorite if you enjoyed the game! And follow the devs at 
https://twitter.com/UndoneBuilder
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙",5/20/2020,5/14/2021
364,fishing simulator,Adventure,926774,25,172090222,316245,35165,"The Metaverse Event has ended!

- Cyber City has been removed
- Port Jackson has been reverted
- Chit Chat, Pixel, Cyber Katana, and Faberge were all made limited and don't appear in skin crates.


👑 FREE VIP SERVERS!
📜 EVENT SCHEDULE AND CHANGELOG: https://devforum.roblox.com/t/613475

Fishing Simulator is a game in which you can catch fish, hunt sharks, explore islands, and customize your very own aquarium! 

Our team is currently working on the Remaster update. Find more info about it here: https://devforum.roblox.com/t/fishing-simulator-remaster/773769

🔔 Make sure to hit the FOLLOW button to get notified when new updates drop! Or follow us on our social media pages below.

Thanks for playing our game 👍🏽",2/17/2019,5/25/2021
365,bee swarm simulator,Adventure,4299600,6,1472767932,1210261,68710,"Grow your own swarm of bees, collect pollen, and make honey in Bee Swarm Simulator! Meet friendly bears, complete their quests and get rewards! As your hive grows larger and larger, you can explore further up the mountain. Use your bees to defeat dangerous bugs and monsters. Look for treasures hidden around the map. Discover new types of bees, all with their own traits and personalities!

Join Bee Swarm Simulator Club for free Honey, Treats and Codes!: https://www.roblox.com/My/Groups.aspx?gid=3982592",3/21/2018,4/21/2021
366, animal simulator,All Genres,697495,25,309416067,106529,25733,"Roleplay or Grind
The game is simple, im sorry if you dont like it
Controls:
Q - Attack
Shift - Run/Walk
R - Sit
T - Rest
You gain  [(200 * exp multiplier) + player_level] exp per hit
Ride - Click an animal to send ride request
Hyena, Fox, Komodo Dragon, Bunny and Baby Animals are not rideable

*SERVER SHUTDOWN = GAME UPDATE OR BUG FIX

Visit our social links below the game's 'about' page in order to report a player with proof or appeal for an unban!

Got a suggestion? post it in my group :)
https://www.roblox.com/groups/7625597/Akatsuki-Org#!/about",9/20/2020,5/24/2021
367,driving simulator,Adventure,952393,100,160482056,276914,31999,"🔥 The PASSENGERS UPDATE is here! 🔥
💺 Passenger seats!
🗺 Improved Minimap!
📋 NEW Daily Tasks!
🎯 Easier Daily Tasks!
🚗 NEW car: Stallion Primo!
🚗 NEW car: Tomahawk Retro Super!
🔧 Bug fixes!

Welcome to Driving Simulator! Drive, race, and customize your own cars with a catalog of the world's most iconic supercars! Explore and jump around an open-world city with 100 players! Upgrade & power your way to the top of the super car world! 🔥

🛠 Programmed by Fractality.
🎨 Art and design by StuntDesigner and DieSoft.",11/18/2019,5/5/2021
368,ultimate tower defense simulator,Adventure,281155,35,312996798,181680,15308,"Thank you for 300,000,000 visits! Enter code 300mVisits for 10,000 Gold!

Use code ""100Gems"" for 100 gems!
Use code '170KLikes' for 2,500 gold!
📢New Code at 180k Likes

⭐ Premium members get x1.5 more gold in the time machine!

⚔️ Assemble a squad of heroes and fight villains while slowly beating waves of enemies making it to the top!

💸 Buy powerful heroes!
💥 Merge heroes together!
⭐ Team up with your friends!
🏆 Try and get the highest wave possible!
👑 Become the most powerful player!

📝 New updates every two weeks!
❤️ Like the game for more codes and rewards! 
🔔 Follow for game updates! 
😊 Free emotes!

All gamepasses stack.",11/1/2020,5/21/2021
369,  weight lifting simulator,Fighting,20136,25,8178733,18783,1257,"🔥 Use the code 'freecode' and LIKE the game for a free boost!
👍 NEW CODE releases once the game gets 20,000 LIKES!

💪 Unleash your strength and become the strongest lifter of all time! Train your body, lift weights, unlock new Worlds, fight other players, collect epic pets and brawl every few minutes to become the champion!

🎁 Join our group to unlock exclusive rewards in-game!
https://www.roblox.com/groups/10692800/Group-Items

👊⚡LATEST UPDATE:
- NEW Aura System! Power up as you're lifting weights!
- Pet XP and leveling up now available in the game!
- NEW Rebirth system and Rewards
- STOMP IS BACK!
- DESERT GYM: 75 REBIRTHS & 100 STRENGTH!
- NEW SPEED CITY with HUGE SPEED GAIN! (X2)

💖 Support the game by giving us a LIKE and a FAVORITE! 
📶 Make sure to hit the FOLLOW button to get notified about new updates!",5/9/2021,5/25/2021
370, update 4  super saiyan simulator 2,Fighting,302088,15,70718109,59635,9006,"🔥 Welcome to Super Saiyan Simulator 2! Enjoy the world of Saiyan's and Become strongest of them all! 🔥 

👊👍 Leave a Like/Favorite to show you enjoyed. ❤ 👊

📌HOW TO PLAY:📌
- Click the ""HELP"" on your Left Screen, To know the basics controls and skill info.

📝 Note 📝
💪 Maximum Power: 110,000,000
🌀 Maximum Rebirth: 40

🔥Join this group for free +2X POWER BOOST!🔥
Group Link: https://www.roblox.com/groups/3481335",5/14/2019,5/25/2021
371,[draco's tower] pet swarm simulator,Adventure,205516,10,30773280,74593,10701,"Travel the worlds to find the Evil Dark Wizard who has cursed the innocent pets of Pet Swarmia! Defeat enemies, feed and hatch their eggs into awesome new rare pets, and become POWERFUL!

🥚 FIGHT ENEMIES to unlock eggs! 
🌳 PLANT EGGS in your nest!  
🍎 COLLECT FOOD to feed your eggs! 
🐣 HATCH EGGS to get awesome and stronger pets! 
💎 EXPLORE THE MAP for stronger enemies and better eggs! 
🔃 TRADE with other players!

🔥 NEW ZONE, SECRETS AND MORE!
[🧙MEGA BOSS FIGHTS COMING SOON [Including Draco himself...]

📌 Follow the developers + social links below for codes & updates!
@7illuzive     @ManPiddy     @YactiDesign",2/1/2021,5/22/2021
372,mining simulator,All Genres,3913581,10,726413743,1147184,84764,"Welcome to Mining Simulator. Team up with your friends, or go on a solo mining expedition to discover rare gems and become rich! Strike diamonds, become rich, travel to different worlds, collect pets, hats, and so much more!

🏆 Winner of 2018 Builderman's Award of Excellence
🏆 Winner of 2018 Best Render/Thumbnail
🏆 Winner of 2018 Best Trailer
🏆 Winner of 2018 Studio of the Year

A game by Rumble Studios",2/10/2018,2/26/2021
373,build to survive simulator,Fighting,98237,6,27296127,39185,9361,"35K LIKE REWARD WILL DROP THIS WEEKEND!

👍 PLEASE LIKE OUR GAME 👍 Community Reward - RARE UNICORN PET @ 50K LIKES! 👍

⭐FAVORITE⭐ OUR GAME AND JOIN OUR GROUP https://www.roblox.com/groups/9273402/Fun FOR A FREE EXCLUSIVE PET!

Build to survive the killers and disasters! Could you build a cool enough base that protects you from both the mobs and the disasters? 

",1/24/2021,5/25/2021
374,food magnet simulator,Adventure,29176,12,5145136,12859,2139,"👍THUMBS UP OUR GAME👍and use code ""ULTIMATE"" for free coins! NEW EPIC CODE AT 20,000 LIKES 👍 (also use code FREEBOOST)

🧺 Welcome to Food Magnet Simulator! Collect Foods, buy upgrades, collect pets, discover new areas.🧺

💡EQUIP BASKET (TOOL) TO COLLECT FOODS!💡

x2 Super Rebirths!!

[🔥UPDATE LOG🔥]
+New OP Pets
+New Global Leaderboard (Token Level)
+More Upgrade Options
+Future Area with x5 Coins
+Upgrade Tokens Area
+Bugs Fixes
+12 New Pets
+3 New Codes

👍From the same creator of Crystal Magnet Simulator👍

🔨Programmer/Owner: AtanHero
🔥 Follow @AtanHeroX On Twitter For Codes!🔥
👍Thumbs Up For New Updates👍

🔨All Pet models by Interbyte Studios🔨
💥Created By AHZ STUDIOS!💥",3/20/2021,5/25/2021
